e_id;geo_name;loc;geonamesid;time;time_norm;actor
1;Meknes;[u'33.883333333333 -5.55'];2542715;2013;2013-01-01;Gianluca Naso
2;Meknes;[u'33.883333333333 -5.55'];2542715;2013;2013-01-01;Gerard Granollers
3;Meknes;[u'33.883333333333 -5.55'];2542715;2013;2013-01-01;Cedrik-Marcel Stebe
4;Meknes;[u'33.883333333333 -5.55'];2542715;2013;2013-01-01;Alessandro Giannessi
5;Meknes;[u'33.883333333333 -5.55'];2542715;2013;2013-01-01;Jordi Samper Montaña
6;Morocco;[u'32 -6'];2542007;2013;2013-01-01;Gianluca Naso
7;Scania;[u'55.8 13.61666667'];;4 June 1134;1134-06-04;Eric I of Denmark
8;Scania;[u'55.8 13.61666667'];;4 June 1134;1134-06-04;Canute Lavard
9;Scania;[u'55.8 13.61666667'];;4 June 1134;1134-06-04;Eric II of Denmark
10;Scania;[u'55.8 13.61666667'];;4 June 1134;1134-06-04;Niels, King of Denmark
11;Scania;[u'55.8 13.61666667'];;4 June 1134;1134-06-04;Magnus I of Sweden
12;Ringsted;[u'55.4406 11.7936'];2614764;4 June 1134;1134-06-04;Eric I of Denmark
13;Ringsted;[u'55.4406 11.7936'];2614764;January 1131;1131-01-01;Harald Kesja
14;Zealand;[u'55.5 11.75'];2613979;4 June 1134;1134-06-04;Eric I of Denmark
15;Vejle;[u'55.708333333333 9.5333333333333'];2610601;January 1131;1131-01-01;Eric II of Denmark
16;Jutland;[u'55.62955 9.20105'];;January 1131;1131-01-01;Eric II of Denmark
17;Duchy of Schleswig;[u'55.166666666667 9.25'];;January 1131;1131-01-01;Eric II of Denmark
18;Troy;[u'31.80196 -85.967317'];4094163;1931;1931-01-01;Chase Riddle
19;United States of America;[u'40 -100'];6252001;1931;1931-01-01;Chase Riddle
20;University of South Carolina;[u'33.9975 -81.025277777778'];4599390;January 13, 1924;1924-01-13;Thomas Ravenel
21;Republican Party;[u'38.88541667 -77.00558333'];;January 13, 1924;1924-01-13;Thomas Ravenel
22;Calhoun Falls, South Carolina;[u'34.092777777778 -82.589722222222'];4573077;January 13, 1924;1924-01-13;Thomas Ravenel
23;South Carolina;[u'34 -81'];4597040;January 13, 1924;1924-01-13;Thomas Ravenel
24;Egypt;[u'26 29'];357994;July 7, 1989;1989-07-07;Raúl
25;1. FC Köln;[u'50.90718 6.905369'];;July 7, 1989;1989-07-07;Raúl
26;1. FC Köln;[u'50.90718 6.905369'];;2010;2010-01-01;Hany Ramzy
27;2012 Summer Olympics;[u'51.5049 -0.07857'];;July 2011;2011-07-01;Hany Ramzy
28;Cairo;[u'30.056111111111 31.239444444444'];360630;July 7, 1989;1989-07-07;Raúl
29;Baltimore;[u'39.286388888889 -76.615'];4347778;1987;1987-01-01;Kevin Liles
30;Maryland;[u'39 -76.7'];4361885;1987;1987-01-01;Kevin Liles
31;Annapolis;[u'38.973055555556 -76.501111111111'];4347242;1987;1987-01-01;Kevin Liles
32;Annapolis;[u'38.973055555556 -76.501111111111'];4347242;1987;1987-01-01;Frank Farian
33;Atlantic Ocean;[u'0 -30'];3373405;1987;1987-01-01;Frank Farian
34;Atlantic Ocean;[u'0 -30'];3373405;1988;1988-01-01;Kenny Lattimore
35;Atlantic Ocean;[u'0 -30'];3373405;1988;1988-01-01;Toni Braxton
36;Germany;[u'51 10'];2921044;1987;1987-01-01;Frank Farian
37;Connecticut;[u'41.6 -72.7'];4831725;1988;1988-01-01;Frank Farian
38;United States of America;[u'40 -100'];6252001;February 2005;2005-02-01;Chuck Schumer
39;Princethorpe;[u'52.326638888889 -1.4144888888889'];2639886;1795;1795-01-01;George Richards Elkington
40;Madeley, Staffordshire;[u'53.001 -2.341'];2643234;1795;1795-01-01;George Richards Elkington
41;Stretton-on-Dunsmore;[u'52.349961111111 -1.4024388888889'];7301487;1797;1797-01-01;George Richards Elkington
42;Nocona;[u'33.7883 -97.7264'];4714865;January 7, 1920;1920-01-07;Dana X. Bible
43;University of Texas at Austin;[u'30.28614 -97.73942'];4738604;January 7, 1920;1920-01-07;Dana X. Bible
44;Bulgaria;[u'42.75 25.5'];732800;1947;1947-01-01;Ljubomir Chakaloff
45;Bulgaria;[u'42.75 25.5'];732800;1947;1947-01-01;Nikola Obreshkov
46;Bulgarian Academy of Sciences;[u'42.69459992 23.3321768'];;1947;1947-01-01;Ljubomir Chakaloff
47;Sofia University;[u'42.69361111 23.335'];;1947;1947-01-01;Ljubomir Chakaloff
48;Leicester;[u'52.633333333333 -1.1333333333333'];2644668;1988;1988-01-01;Val Parnell
49;Leicester;[u'52.633333333333 -1.1333333333333'];2644668;1988;1988-01-01;Cliff Richard
50;Moat Community College;[u'52.6331 -1.11986'];;1988;1988-01-01;Val Parnell
51;Philadelphia;[u'39.953055555556 -75.163333333333'];4560349;June 12, 1880;1880-06-12;Lee Richmond
52;Philadelphia;[u'39.953055555556 -75.163333333333'];4560349;June 12, 1880;1880-06-12;Pud Galvin
53;Medford;[u'42.418333333333 -71.106666666667'];4943629;July 1, 1855;1855-07-01;Harry Wright
54;Medford;[u'42.418333333333 -71.106666666667'];4943629;July 1, 1855;1855-07-01;Tommy Bond
55;National Baseball Hall of Fame and Museum;[u'42.700322 -74.92369'];7179303;June 12, 1880;1880-06-12;Lee Richmond
56;Huntingdon Valley, Pennsylvania;[u'40.1167 -75.0497'];5194598;June 12, 1880;1880-06-12;Lee Richmond
57;Cambridge University Press;[u'52.1882 0.132'];;1950;1950-01-01;Diarmaid MacCulloch
58;Cambridge University Press;[u'52.1882 0.132'];;1950;1950-01-01;James Carleton Paget
59;University of Oxford;[u'51.7611 -1.2534'];;1950;1950-01-01;Diarmaid MacCulloch
60;University of Cambridge;[u'52.205277777778 0.11722222222222'];7288046;1950;1950-01-01;Diarmaid MacCulloch
61;South America;[u'-13 -59.4'];6255150;1914;1914-01-01;Lupe Vélez
62;South America;[u'-13 -59.4'];6255150;1914;1914-01-01;Ernest Torrence
63;South America;[u'-13 -59.4'];6255150;1914;1914-01-01;Jimmy Durante
64;South America;[u'-13 -59.4'];6255150;1914;1914-01-01;Moisés Simons
65;South America;[u'-13 -59.4'];6255150;1914;1914-01-01;Ernesto Lecuona
66;South America;[u'-13 -59.4'];6255150;1914;1914-01-01;Julio Cueva
67;South America;[u'-13 -59.4'];6255150;1914;1914-01-01;Cascarita
68;South America;[u'-13 -59.4'];6255150;1914;1914-01-01;W. S. Van Dyke
69;South America;[u'-13 -59.4'];6255150;1914;1914-01-01;Lawrence Tibbett
70;Cuba;[u'22 -79.5'];3562981;1914;1914-01-01;Lupe Vélez
71;United States Senate;[u'38.8906 -77.0089'];;April 2006;2006-04-01;Rick Santorum
72;United States Senate;[u'38.8906 -77.0089'];;April 2006;2006-04-01;George W. Bush
73;United States Senate;[u'38.8906 -77.0089'];;2006;2006-01-01;Chris Carney
74;United States Senate;[u'38.8906 -77.0089'];;April 2006;2006-04-01;Martha Rainville
75;Scranton;[u'41.410555555556 -75.6675'];5211303;1975;1975-01-01;Tom Ridge
76;Scranton;[u'41.410555555556 -75.6675'];5211303;2000;2000-01-01;Cynthia Ore
77;Scranton;[u'41.410555555556 -75.6675'];5211303;1975;1975-01-01;Joseph M. McDade
78;Scranton;[u'41.410555555556 -75.6675'];5211303;1975;1975-01-01;Robert P. Casey
79;Wilkes-Barre;[u'41.244444444444 -75.878055555556'];5219488;1975;1975-01-01;Tom Ridge
80;Washington, D.C.;[u'38.895 -77.036666666667'];4138106;2000;2000-01-01;Tom Ridge
81;Pennsylvania's 11th congressional district;[u'40.88138889 -76.45166667'];;1975;1975-01-01;Tom Ridge
82;Pennsylvania's 5th congressional district;[u'41.38722222 -78.57055556'];;1998;1998-01-01;Tom Ridge
83;United States House of Representatives;[u'38.8889 -77.0089'];;March 5, 1941;1941-03-05;Chris Carney
84;Vermont;[u'44 -72.7'];5242283;April 2006;2006-04-01;Rick Santorum
85;Pennsylvania's 10th congressional district;[u'41.37277778 -76.52333333'];;March 5, 1941;1941-03-05;Chris Carney
86;Nicholson;[u'41.625 -75.7831'];5203404;March 5, 1941;1941-03-05;Chris Carney
87;Lackawanna Trail High School;[u'41.589 -75.811'];;March 5, 1941;1941-03-05;Chris Carney
88;Department of Defense;[u'38.8711 -77.0558'];;2006;2006-01-01;Rick Santorum
89;Dartmouth College;[u'43.703333333333 -72.288333333333'];5085271;March 5, 1941;1941-03-05;Chris Carney
90;Tunkhannock Area School District;[u'41.488 -75.9444'];;1986;1986-01-01;Tom Ridge
91;Democratic Party;[u'38.88416667 -77.00844444'];;1986;1986-01-01;Tom Ridge
92;Tunkhannock;[u'41.5408 -75.9478'];5216260;March 5, 1941;1941-03-05;Chris Carney
93;WGMF;[u'41.5628 -75.9697'];;1986;1986-01-01;Tom Ridge
94;Canada;[u'56 -109'];6251999;September 26, 1926;1926-09-26;Barnett Newman
95;Canada;[u'56 -109'];6251999;September 26, 1926;1926-09-26;Clement Greenberg
96;Nipawin;[u'53.357222222222 -104.01916666667'];6088469;September 26, 1926;1926-09-26;Barnett Newman
97;Saskatchewan;[u'55 -106'];6141242;September 26, 1926;1926-09-26;Barnett Newman
98;Calgary;[u'51.054444 -114.066944'];5913490;September 26, 1926;1926-09-26;Barnett Newman
99;Paris;[u'48.86 2.3444444444444'];2988507;September 26, 1926;1926-09-26;Barnett Newman
100;New York;[u'43 -75'];5128638;September 26, 1926;1926-09-26;Barnett Newman
101;Barnes Foundation;[u'39.9607 -75.1725'];;September 26, 1926;1926-09-26;Barnett Newman
102;Merion;[u'39.9933 -75.2511'];8479265;September 26, 1926;1926-09-26;Barnett Newman
103;Pennsylvania;[u'41 -77.5'];6254927;September 26, 1926;1926-09-26;Barnett Newman
104;Squamish, British Columbia;[u'49.701722222222 -123.15875'];6154636;1949;1949-01-01;Barnett Newman
105;British Columbia;[u'54 -125'];5909050;1949;1949-01-01;Barnett Newman
106;Norman MacKenzie Art Gallery;[u'50.425 -104.617'];;September 26, 1926;1926-09-26;Barnett Newman
107;Académie de la Grande Chaumière;[u'48.8422 2.3304'];;September 26, 1926;1926-09-26;Barnett Newman
108;Columbia University;[u'40.8075 -73.961944444444'];5113375;September 26, 1926;1926-09-26;Barnett Newman
109;Katy;[u'29.7925 -95.8225'];4702732;February 9, 1960;1960-02-09;Debra Medina
110;Katy;[u'29.7925 -95.8225'];4702732;February 9, 1960;1960-02-09;Joe Straus
111;Katy;[u'29.7925 -95.8225'];4702732;February 9, 1960;1960-02-09;Susan Combs
112;Katy;[u'29.7925 -95.8225'];4702732;February 9, 1960;1960-02-09;Raul Torres
113;Katy;[u'29.7925 -95.8225'];4702732;February 9, 1960;1960-02-09;Glenn Hegar
114;Wharton;[u'29.3169 -96.0969'];4741325;February 9, 1960;1960-02-09;Debra Medina
115;Corpus Christi;[u'27.742777777778 -97.401944444444'];4683416;February 9, 1960;1960-02-09;Debra Medina
116;Seguin;[u'29.574444444444 -97.965277777778'];4727756;1988;1988-01-01;Joe Straus
117;Seguin;[u'29.574444444444 -97.965277777778'];4727756;1988;1988-01-01;Edmund Kuempel
118;Seguin;[u'29.574444444444 -97.965277777778'];4727756;1995;1995-01-01;Kip Averitt
119;Seguin;[u'29.574444444444 -97.965277777778'];4727756;1995;1995-01-01;Frank L. Madla
120;Texas Senate;[u'30.2745 -97.7399'];;1995;1995-01-01;Edmund Kuempel
121;Texas Senate;[u'30.2745 -97.7399'];;1995;1995-01-01;Bob Bullock
122;Junction;[u'30.4897 -99.7714'];4701791;2008;2008-01-01;Kip Averitt
123;Lubbock;[u'33.566666666667 -101.88333333333'];5525577;1999;1999-01-01;Bob Bullock
124;Texas;[u'31 -100'];4736286;February 9, 1960;1960-02-09;Debra Medina
125;Kerrville;[u'30.046388888889 -99.140555555556'];4703078;February 9, 1960;1960-02-09;Debra Medina
126;San Antonio;[u'29.428611111111 -98.493333333333'];4726206;February 9, 1960;1960-02-09;Debra Medina
127;Texas Tech University;[u'33.58483 -101.87999'];;1999;1999-01-01;Bob Bullock
128;Brazil;[u'-11 -53'];3469034;February 2015;2015-02-01;Kaka
129;Brazil;[u'-11 -53'];3469034;2011;2011-01-01;Kelly Rowland
130;Brazil;[u'-11 -53'];3469034;2009;2009-01-01;Bethany Hamilton
131;Cancer Research UK;[u'51.531545 -0.106587'];;2009;2009-01-01;Kaka
132;2009 European Grand Prix;[u'39.4589 -0.33167'];;February 2015;2015-02-01;Kaka
133;2009 European Grand Prix;[u'39.4589 -0.33167'];;2010;2010-01-01;Mark Selby
134;England;[u'51.5 -0.11666666666667'];6269131;2010;2010-01-01;Mark Selby
135;Top Gear;[u'51.11972222 -0.53444444'];;February 2015;2015-02-01;Kaka
136;University of Washington;[u'47.65591667 -122.30313889'];5814448;1978;1978-01-01;Georges Cuvier
137;University of Washington;[u'47.65591667 -122.30313889'];5814448;1978;1978-01-01;Charles Plumier
138;University of Washington;[u'47.65591667 -122.30313889'];5814448;1978;1978-01-01;Isaac Johannes Lamotius
139;Johns Hopkins University Press;[u'39.3211 -76.6169'];;December 2010;2010-12-01;Georges Cuvier
140;Johns Hopkins University Press;[u'39.3211 -76.6169'];;December 2010;2010-12-01;Peter Artedi
141;Death Valley;[u'36.456944 -116.865278'];5342045;October 10;2007-10-10;Walter Camp
142;Lakeland Senior High School;[u'28.035 -81.9406'];;July 24, 1989;1989-07-24;Urban Meyer
143;University of Florida;[u'29.64833 -82.34944'];4176235;July 24, 1989;1989-07-24;Urban Meyer
144;Ardmore;[u'34.181111111111 -97.129444444444'];4529469;July 24, 1989;1989-07-24;Urban Meyer
145;Lakeland;[u'28.041111111111 -81.958888888889'];4161438;July 24, 1989;1989-07-24;Urban Meyer
146;Franklin & Marshall College;[u'40.0469 -76.3206'];;1980;1980-01-01;Peter F. Flaherty
147;Franklin & Marshall College;[u'40.0469 -76.3206'];;1980;1980-01-01;Arlen Specter
148;Franklin & Marshall College;[u'40.0469 -76.3206'];;1982;1982-01-01;Ed Rendell
149;Pennsylvania Department of Environmental Protection;[u'40.2625 -76.87958333'];;1969;1969-01-01;Milton Shapp
150;Harvard Graduate School of Education;[u'42.37542 -71.12177'];;1972;1972-01-01;K. Leroy Irvis
151;Harvard Graduate School of Education;[u'42.37542 -71.12177'];;1976;1976-01-01;Richard Schweiker
152;Graz;[u'47.066666666667 15.433333333333'];2778058;1976;1976-01-01;K. Leroy Irvis
153;Chester County;[u'39.97 -75.75'];5184079;January 1977;1977-01-01;K. Leroy Irvis
154;Lancaster;[u'40.039722222222 -76.304444444444'];5197079;1980;1980-01-01;Peter F. Flaherty
155;Pennsylvania House of Representatives;[u'40.2647 -76.8831'];;1967;1967-01-01;Milton Shapp
156;Ceuta;[u'35.886667 -5.3'];2519582;1995;1995-01-01;César Manrique
157;Lanzarote;[u'29.035 -13.633'];2515699;1995;1995-01-01;César Manrique
158;Puerto de la Cruz;[u'28.416667 -16.55'];2512196;1995;1995-01-01;César Manrique
159;Tenerife;[u'28.268611111111 -16.605555555556'];2510529;1995;1995-01-01;César Manrique
160;Parque Marítimo César Manrique;[u'28.45416667 -16.255'];;1995;1995-01-01;César Manrique
161;Cheshire;[u'53.166666666667 -2.5833333333333'];2653234;7 October 1903;1903-10-07;Alfred Cardew Dixon
162;Germany;[u'51 10'];2921044;1828;1828-01-01;Friedrich Harkort
163;Germany;[u'51 10'];2921044;1828;1828-01-01;Prince Wilhelm of Prussia
164;Germany;[u'51 10'];2921044;1828;1828-01-01;Frederick William III of Prussia
165;Essen;[u'51.458069 7.014761'];2928810;1828;1828-01-01;Friedrich Harkort
166;Velbert-Nierenhof station;[u'51.3724 7.1342'];;1828;1828-01-01;Friedrich Harkort
167;Velbert;[u'51.333333333333 7.05'];2817724;1828;1828-01-01;Friedrich Harkort
168;Steele;[u'51.449444 7.076389'];2829187;1828;1828-01-01;Friedrich Harkort
169;Steele;[u'51.449444 7.076389'];2829187;20 September 1831;1831-09-20;Henry Robinson Palmer
170;Wuppertal;[u'51.266666666667 7.1833333333333'];2805753;1828;1828-01-01;Friedrich Harkort
171;Ruhr;[u'51.450833333333 6.7227777777778'];2843202;1828;1828-01-01;Friedrich Harkort
172;Bergisches Land;[u'51.05 7.3069444444444'];;1828;1828-01-01;Friedrich Harkort
173;Ruhr;[u'51.5 7.5'];;20 September 1831;1831-09-20;Friedrich Harkort
174;Elberfeld;[u'51.257222 7.149167'];2931276;1844;1844-01-01;Friedrich Harkort
175;Langenberg;[u'51.3519 7.12167'];2881176;1844;1844-01-01;Friedrich Harkort
176;Barmen;[u'51.266666666667 7.2'];2952539;1825;1825-01-01;Henry Robinson Palmer
177;Essen-Überruhr station;[u'51.429233 7.069132'];;29 July 1844;1844-07-29;Prince Wilhelm of Prussia
178;Wuppertal Schwebebahn;[u'51.267088888889 7.181425'];;20 September 1831;1831-09-20;Friedrich Harkort
179;Old Kupferdreh station;[u'51.3936 7.07889'];;1828;1828-01-01;Friedrich Harkort
180;Ruhr;[u'51.5 7.5'];;20 September 1831;1831-09-20;Prince Wilhelm of Prussia
181;Gaelic Athletic Association;[u'53.361231 -6.249131'];;1979;1979-01-01;Pete St. John
182;Gaelic Athletic Association;[u'53.361231 -6.249131'];;1979;1979-01-01;Phil Thompson
183;Gaelic Athletic Association;[u'53.361231 -6.249131'];;1979;1979-01-01;Bruce Grobbelaar
184;Gaelic Athletic Association;[u'53.361231 -6.249131'];;1979;1979-01-01;John Power
185;Hillsborough disaster;[u'53.41154 -1.50154'];;1979;1979-01-01;Pete St. John
186;Villa Park;[u'52.509166666667 -1.8847222222222'];6288540;2012;2012-01-01;Anthony Taylor
187;Villa Park;[u'52.509166666667 -1.8847222222222'];6288540;8 July 1971;1971-07-08;Lorik Cana
188;Glossop North End A.F.C.;[u'53.44550833 -1.95795278'];;2012;2012-01-01;Anthony Taylor
189;Glossop North End A.F.C.;[u'53.44550833 -1.95795278'];;2009;2009-01-01;Branislav Ivanović
190;Wembley Stadium;[u'51.555556 -0.279444'];6543955;2012;2012-01-01;Anthony Taylor
191;Whitley Bay F.C.;[u'55.034702777778 -1.4546138888889'];;2012;2012-01-01;Anthony Taylor
192;Villa Park;[u'52.509166666667 -1.8847222222222'];6288540;3 July 2012;2012-07-03;Matt Duke
193;Chelsea F.C.;[u'51.55500031 -0.10861111'];;2009;2009-01-01;Anthony Taylor
194;Chelsea F.C.;[u'51.55500031 -0.10861111'];;the first half;2012-01-01;Jonathan de Guzmán
195;Chelsea F.C.;[u'51.55500031 -0.10861111'];;the first half;2012-01-01;Nathan Dyer
196;Chelsea F.C.;[u'51.55500031 -0.10861111'];;the first half;2012-01-01;Miguel Pérez Cuesta
197;Wembley Stadium;[u'51.555556 -0.279444'];6543955;2013;2013-01-01;Ricardo Rocha
198;Wembley Stadium;[u'51.555556 -0.279444'];6543955;2013;2013-01-01;Avram Grant
199;Wembley Stadium;[u'51.555556 -0.279444'];6543955;2013;2013-01-01;Lee Cattermole
200;Wembley Stadium;[u'51.555556 -0.279444'];6543955;2013;2013-01-01;David Meyler
201;Leicestershire and Rutland County Football Association;[u'52.560699 -1.176274'];;8 July 1971;1971-07-08;Lorik Cana
202;Jordan;[u'31.016667 36.616667'];248816;1 July 1966;1966-07-01;Marouf al-Bakhit
203;Jordan;[u'31.016667 36.616667'];248816;1 July 1966;1966-07-01;Abdullah II of Jordan
204;Jordan;[u'31.016667 36.616667'];248816;1 July 1966;1966-07-01;Zaid al-Rifai
205;Jordan;[u'31.016667 36.616667'];248816;1 July 1966;1966-07-01;Samir al-Rifai
206;Jordan;[u'31.016667 36.616667'];248816;1 July 1966;1966-07-01;Bahjat Talhouni
207;Harvard University;[u'42.376111 -71.116389'];4938981;1 July 1966;1966-07-01;Marouf al-Bakhit
208;2011–2012 Jordanian protests;[u'26.0275 50.55'];;1 July 1966;1966-07-01;Marouf al-Bakhit
209;University of Dublin;[u'53.3444 -6.2577'];;1837;1837-01-01;Edward Hallaran Bennett
210;Ascot Racecourse;[u'51.4161 -0.676944'];8224080;1825;1825-01-01;John Scott
211;Ascot Racecourse;[u'51.4161 -0.676944'];8224080;1825;1825-01-01;Robert Petre, 9th Baron Petre
212;Ascot Racecourse;[u'51.4161 -0.676944'];8224080;1825;1825-01-01;George FitzRoy, 4th Duke of Grafton
213;Hampshire;[u'51.083333333333 -1.25'];2647554;Sunday;1829-05-24;William IV of the United Kingdom
214;Yorkshire;[u'54 -2'];2633349;1825;1825-01-01;John Scott
215;Yorkshire;[u'54 -2'];2633349;1794;1794-01-01;William Scott
216;Northampton;[u'52.233333333333 -0.9'];2641430;June;1830-06-01;William IV of the United Kingdom
217;Hampton Court Palace;[u'51.403333333333 -0.3375'];7627255;1830;1830-01-01;Queen Victoria
218;Melbourne Cup;[u'-37.790827777778 144.91172777778'];;31 May;1830-05-31;Queen Victoria
219;Malton;[u'54.139 -0.792'];2643142;1794;1794-01-01;John Scott
220;Malton;[u'54.139 -0.792'];2643142;1794;1794-01-01;William Fitzwilliam, 4th Earl Fitzwilliam
221;North Yorkshire;[u'54.166666666667 -1.3333333333333'];2641209;1794;1794-01-01;John Scott
222;Newmarket Racecourse;[u'52.230861111111 0.38225'];8224083;1827;1827-01-01;William Scott
223;Goodwood Racecourse;[u'50.896944444444 -0.7425'];8378648;1830;1830-01-01;William IV of the United Kingdom
224;Pontefract Racecourse;[u'53.701 -1.338'];8378656;27 June;1827-06-27;James Robinson
225;Pontefract Racecourse;[u'53.701 -1.338'];8378656;27 June;1827-06-27;John Manners, 5th Duke of Rutland
226;Epsom Downs Racecourse;[u'51.3097 -0.255556'];;27 June;1827-06-27;James Robinson
227;Israel;[u'31 35'];294640;12 March 1913;1913-03-12;Pinchas Sapir
228;Knesset;[u'31.776666666667 35.205277777778'];;12 March 1913;1913-03-12;Pinchas Sapir
229;Jerusalem;[u'31.783333333333 35.233333333333'];281184;12 March 1913;1913-03-12;Pinchas Sapir
230;Ottoman Empire;[u'41 29'];;12 March 1913;1913-03-12;Pinchas Sapir
231;Dayton;[u'39.766666666667 -84.2'];4509884;15 December 1943;1943-12-15;Kenneth Whiting
232;San Diego;[u'32.715 -117.1625'];5391811;15 December 1943;1943-12-15;Kenneth Whiting
233;Saipan;[u'15.183333333333 145.75'];4041552;15 December 1943;1943-12-15;Kenneth Whiting
234;Tanapag Harbor;[u'15.2267 145.737'];4041622;15 December 1943;1943-12-15;Kenneth Whiting
235;Kossol Roads;[u'7.8 134.6'];;15 December 1943;1943-12-15;Kenneth Whiting
236;Palau;[u'7.466667 134.55'];1559582;5 February 1945;1945-02-05;Roy Geiger
237;Ulithi;[u'9.97 139.67'];1558635;5 February 1945;1945-02-05;Roy Geiger
238;Guam;[u'13.5 144.8'];4043988;5 February 1945;1945-02-05;Roy Geiger
239;Okinawa Prefecture;[u'26.5 128'];1854345;5 February 1945;1945-02-05;Roy Geiger
240;Korea;[u'38.316666666667 127.23333333333'];;5 February 1945;1945-02-05;Roy Geiger
241;Kerama Islands;[u'26.2 127.35'];1859547;5 February 1945;1945-02-05;Roy Geiger
242;People's Republic of China;[u'35 103'];1814991;11 March;1945-03-11;Roy Geiger
243;Sasebo;[u'33.18 129.71555555556'];1852899;2 April;1945-04-02;Roy Geiger
244;Hong Kong;[u'22.278333333333 114.15888888889'];1819730;2 April;1945-04-02;Roy Geiger
245;San Francisco;[u'37.766666666667 -122.43333333333'];5391959;1830;1830-01-01;Roy Geiger
246;nuclear weapons test;[u'35.82289 -106.30216'];;1830;1830-01-01;Roy Geiger
247;Bikini Atoll;[u'11.616667 165.4'];2080855;1830;1830-01-01;Roy Geiger
248;San Pedro Bay;[u'33.723056 -118.164929'];5392531;1830;1830-01-01;Roy Geiger
249;Taiwan;[u'24 121'];1668284;28 November;1830-11-28;Kenneth Whiting
250;Penghu;[u'23.583333333333 119.58333333333'];1670651;28 November;1830-11-28;Kenneth Whiting
251;Subic Bay;[u'14.8 120.23333333333'];1685574;6 May 1946;1946-05-06;Kenneth Whiting
252;Philippines;[u'11.333333 123.016667'];1694008;6 May 1946;1946-05-06;Kenneth Whiting
253;Puget Sound;[u'47.8331 -122.435'];5807517;30 August;1946-08-30;Kenneth Whiting
254;Seattle;[u'47.6 -122.31666666667'];5809844;15 December 1943;1943-12-15;Kenneth Whiting
255;Bremerton;[u'47.57 -122.6525'];5788054;19 September;1830-09-19;Kenneth Whiting
256;Operation Tan No. 2;[u'10.0685 139.7296'];;5 February 1945;1945-02-05;Roy Geiger
257;Lakeland;[u'28.041111111111 -81.958888888889'];4161438;2006;2006-01-01;Diane Ravitch
258;Florida;[u'28.133333333333 -81.631666666667'];4155751;2006;2006-01-01;Diane Ravitch
259;National Inventors Hall of Fame;[u'38.80124 -77.064031'];7243616;2001;2001-01-01;Bill Clinton
260;Rutgers University;[u'40.501666666667 -74.448055555556'];;2001;2001-01-01;Bill Clinton
261;Edinburgh;[u'55.95 -3.1988888888889'];2650225;1965;1965-01-01;Ewen Bremner
262;Scotland;[u'57 -5'];2638360;1965;1965-01-01;Ewen Bremner
263;Coop Himmelb(l)au;[u'48.18675 16.355178'];;2017;2017-01-01;Akhmetzhan Yessimov
264;Coop Himmelb(l)au;[u'48.18675 16.355178'];;2017;2017-01-01;Lenita Toivakka
265;Coop Himmelb(l)au;[u'48.18675 16.355178'];;2017;2017-01-01;Nursultan Nazarbayev
266;Kazakhstan;[u'48 68'];1522867;2017;2017-01-01;Akhmetzhan Yessimov
267;Liège;[u'50.65 5.5666666666667'];2792413;2017;2017-01-01;Akhmetzhan Yessimov
268;Belgium;[u'51 5'];2802361;2017;2017-01-01;Akhmetzhan Yessimov
269;Liège;[u'50.65 5.5666666666667'];2792413;June 15, 2013;2013-06-15;Santiago Calatrava
270;Walloon Region;[u'50.35 5.2666666666667'];3337387;June 15, 2013;2013-06-15;Santiago Calatrava
271;Expo 67;[u'45.5167 -73.5356'];;2017;2017-01-01;Santiago Calatrava
272;Expo 86;[u'49.2886 -123.111'];;2017;2017-01-01;Santiago Calatrava
273;Montreal;[u'45.508056 -73.555'];6077243;2017;2017-01-01;Santiago Calatrava
274;Habitat 67;[u'45.500833333333 -73.543611111111'];;2017;2017-01-01;Santiago Calatrava
275;Calgary;[u'51.054444 -114.066944'];5913490;late May;2009-05-01;Stephen Mandel
276;Expo 2008;[u'41.66905 -0.90285278'];;late May;2009-05-01;Stephen Mandel
277;Zaragoza;[u'41.65 -0.88333333333333'];3104324;late May;2009-05-01;Stephen Mandel
278;Edmonton;[u'53.547222 -113.500556'];5946768;late May;2009-05-01;Stephen Mandel
279;Saint Lawrence River;[u'49.5 -64.5'];;2017;2017-01-01;Santiago Calatrava
280;Astana;[u'51.183333333333 71.4'];1526273;June;2017-06-01;Nursultan Nazarbayev
281;Darwin;[u'-12.466666666667 130.83333333333'];2073124;2005;2005-01-01;Loraine Braham
282;Palmerston;[u'-12.466666666667 130.83333333333'];7839407;2005;2005-01-01;Loraine Braham
283;Northern Territory Legislative Assembly;[u'-12.466655 130.842748'];;2007;2007-01-01;Richard Lim
284;Northern Territory Legislative Assembly;[u'-12.466655 130.842748'];;2007;2007-01-01;Peter Toyne
285;Northern Territory Legislative Assembly;[u'-12.466655 130.842748'];;2007;2007-01-01;Matt Conlan
286;Northern Territory Legislative Assembly;[u'-12.466655 130.842748'];;2007;2007-01-01;Denis Burke
287;Alice Springs;[u'-23.7 133.86666666667'];2077895;2007;2007-01-01;Richard Lim
288;Alice Springs;[u'-23.7 133.86666666667'];2077895;1994;1994-01-01;Jodeen Carney
289;Alice Springs;[u'-23.7 133.86666666667'];2077895;2005;2005-01-01;John Elferink
290;Kelantan;[u'5.25 102'];1733044;2009;2009-01-01;K. Rajagopal
291;Kelantan;[u'5.25 102'];1733044;2007;2007-01-01;B. Sathianathan
